ReviewID,ProductID,ProductCategory,ProductName,ReviewText,Rating,ReviewDate,VerifiedPurchase,HelpfulVotes,CleanedText,Sentiment,SentimentScore,RatingSentiment,Month
REV003409,HOM1427,Home & Kitchen,Vacuum Cleaner,"absolutely love this product, exceeded my expectations. Fast shipping too!   <br>  ",5,2024-04-12,No,0,absolutely love product exceeded expectations fast shipping too,Positive,0.6989,Positive,2024-04
REV001792,BOO1779,Books,Mystery Novel,cheaply made and feels flimsy. Very frustrating.,2,2023-02-17,Yes,3,cheaply made feels flimsy frustrating,Negative,-0.4927,Negative,2023-02
REV002200,HOM1204,Home & Kitchen,Blender,"does what it says, no major complaints. We'll see how it holds up.",3,2023-08-11,Yes,3,what says major complaints ll see how holds up,Positive,0.0903,Neutral,2023-08
REV003779,BOO1308,Books,Business Book,"outstanding performance, worth every penny. Five stars from me.",5,2024-08-21,No,0,outstanding performance worth every penny five stars me,Positive,0.7096,Positive,2024-08
REV003185,ELE1776,Electronics,Smartwatch,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",4,2024-04-19,Yes,1,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2024-04
REV002108,HOM1638,Home & Kitchen,Coffee Maker,"works fine so far, will update if anything changes.",3,2023-07-30,No,0,works fine far update anything changes,Positive,0.2023,Neutral,2023-07
REV001897,BEA1581,Beauty,Face Moisturizer,"this is fantastic, exactly what I needed. Would buy again.",5,2024-10-21,Yes,5,fantastic exactly what needed buy again,Positive,0.5574,Positive,2024-10
REV001939,ELE1064,Electronics,Bluetooth Speaker,"amazing value for the price, very happy with this purchase. Would buy again.   <br>  ",5,2023-06-14,Yes,2,amazing value price happy purchase buy again,Positive,0.8805,Positive,2023-06
REV000131,SPO1762,Sports & Outdoors,Yoga Mat,"terrible experience, item arrived damaged. Asked for a refund.",2,2024-06-18,Yes,6,terrible experience item arrived damaged asked refund,Negative,-0.7184,Negative,2024-06
REV001486,HOM1903,Home & Kitchen,Coffee Maker,"this is fantastic, exactly what I needed. My whole family loves it.",5,2023-04-20,Yes,0,fantastic exactly what needed whole family loves,Positive,0.8074,Positive,2023-04
REV001723,BEA1793,Beauty,Lip Balm Set,"absolutely love this product, exceeded my expectations. Fast shipping too!",5,2023-08-10,Yes,1,absolutely love product exceeded expectations fast shipping too,Positive,0.6989,Positive,2023-08
REV002899,BEA1301,Beauty,Face Moisturizer,perfect fit and great customer service too. My whole family loves it.,5,2023-09-08,No,3,perfect fit great customer service too whole family loves,Positive,0.9325,Positive,2023-09
REV000134,SPO1239,Sports & Outdoors,Water Bottle,"amazing value for the price, very happy with this purchase. Would buy again.",5,2024-01-08,No,6,amazing value price happy purchase buy again,Positive,0.8805,Positive,2024-01
REV000001,CLO1554,Clothing,Yoga Pants,"average product, met basic expectations. Still testing it out.",3,2023-06-23,Yes,0,average product met basic expectations still testing out,Neutral,0.0,Neutral,2023-06
REV002520,CLO1938,Clothing,Denim Jeans,"gets the job done, nothing more nothing less.",3,2023-10-01,Yes,0,gets job done nothing more nothing less,Neutral,0.0,Neutral,2023-10
REV000252,BEA1363,Beauty,Shampoo,"excellent build quality, arrived quickly and works great. Would buy again.",5,2023-07-27,Yes,2,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2023-07
REV001070,BEA1878,Beauty,Lip Balm Set,"broke within a week, waste of money. Very frustrating.",1,2023-03-04,Yes,0,broke within week waste money frustrating,Negative,-0.8313,Negative,2023-03
REV001888,CLO1292,Clothing,Running Shoes,"great quality and works perfectly, highly recommend. Fast shipping too!",5,2024-10-10,Yes,1,great quality works perfectly highly recommend fast shipping too,Positive,0.9078,Positive,2024-10
REV000700,BOO1108,Books,Sci-Fi Trilogy,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",5,2024-07-07,Yes,1,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2024-07
REV003413,ELE1930,Electronics,Bluetooth Speaker,"worst purchase I've made this year, do not recommend. Very frustrating.",1,2024-02-03,Yes,2,worst purchase ve made year recommend frustrating,Negative,-0.5555,Negative,2024-02
REV003338,HOM1811,Home & Kitchen,Coffee Maker,"very satisfied, the quality exceeded what I paid for. My whole family loves it.",5,2024-12-03,Yes,5,satisfied quality exceeded what paid whole family loves,Positive,0.7778,Positive,2024-12
REV003144,CLO1652,Clothing,Running Shoes,"terrible experience, item arrived damaged.   <br>  ",1,2024-11-05,Yes,1,terrible experience item arrived damaged,Negative,-0.7184,Negative,2024-11
REV000239,ELE1194,Electronics,Power Bank,"excellent build quality, arrived quickly and works great. Would buy again.",5,2023-03-14,No,0,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2023-03
REV002371,CLO1415,Clothing,Winter Jacket,"does what it says, no major complaints.",3,2024-07-12,Yes,1,what says major complaints,Positive,0.0903,Neutral,2024-07
REV002050,SPO1055,Sports & Outdoors,Hiking Backpack,"amazing value for the price, very happy with this purchase. My whole family loves it.",4,2024-01-09,Yes,2,amazing value price happy purchase whole family loves,Positive,0.9312,Positive,2024-01
REV003373,CLO1929,Clothing,Denim Jeans,"amazing value for the price, very happy with this purchase. Would buy again.",5,2024-08-14,Yes,1,amazing value price happy purchase buy again,Positive,0.8805,Positive,2024-08
REV000957,HOM1492,Home & Kitchen,Coffee Maker,"absolutely love this product, exceeded my expectations. Would buy again.",4,2023-09-15,Yes,0,absolutely love product exceeded expectations buy again,Positive,0.6697,Positive,2023-09
REV001477,CLO1170,Clothing,Cotton T-Shirt,"excellent build quality, arrived quickly and works great. Would buy again.",5,2024-11-28,Yes,0,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2024-11
REV001063,HOM1468,Home & Kitchen,Vacuum Cleaner,"it's okay, does the job but nothing special. Might update this review later.",3,2024-11-25,Yes,0,okay job nothing special might update review later,Negative,-0.3479,Neutral,2024-11
REV002232,BEA1794,Beauty,Face Moisturizer,"does what it says, no major complaints. Might update this review later.",3,2024-07-14,Yes,1,what says major complaints might update review later,Positive,0.0903,Neutral,2024-07
REV001954,HOM1446,Home & Kitchen,Non-Stick Pan Set,"very disappointed, stopped working after a few days. Would not recommend to anyone.",1,2023-08-13,Yes,4,disappointed stopped working after few days recommend anyone,Negative,-0.7705,Negative,2023-08
REV001904,BOO1567,Books,Sci-Fi Trilogy,"very satisfied, the quality exceeded what I paid for.",5,2024-03-14,Yes,9,satisfied quality exceeded what paid,Positive,0.4754,Positive,2024-03
REV003290,SPO1194,Sports & Outdoors,Resistance Bands,"terrible experience, item arrived damaged. Very frustrating.",1,2024-10-06,Yes,0,terrible experience item arrived damaged frustrating,Negative,-0.8479,Negative,2024-10
REV003551,HOM1625,Home & Kitchen,Blender,perfect fit and great customer service too.   <br>  ,5,2024-04-10,Yes,5,perfect fit great customer service too,Positive,0.8834,Positive,2024-04
REV001879,HOM1570,Home & Kitchen,Non-Stick Pan Set,"poor quality, not worth the money at all. Asked for a refund.",1,2023-01-13,Yes,8,poor quality worth money all asked refund,Negative,-0.5812,Negative,2023-01
REV002355,CLO1359,Clothing,Cotton T-Shirt,acceptable quality for casual use. We'll see how it holds up.,3,2023-05-30,Yes,0,acceptable quality casual use ll see how holds up,Positive,0.4767,Neutral,2023-05
REV000730,SPO1917,Sports & Outdoors,Yoga Mat,perfect fit and great customer service too. Would buy again.,5,2023-06-15,No,0,perfect fit great customer service too buy again,Positive,0.8834,Positive,2023-06
REV001465,HOM1140,Home & Kitchen,Vacuum Cleaner,"absolutely love this product, exceeded my expectations. My whole family loves it.",5,2024-09-17,Yes,7,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2024-09
REV001010,CLO1253,Clothing,Denim Jeans,"this is fantastic, exactly what I needed. My whole family loves it.",5,2024-08-17,No,0,fantastic exactly what needed whole family loves,Positive,0.8074,Positive,2024-08
REV000550,BOO1824,Books,Cookbook,"outstanding performance, worth every penny. Would buy again.",5,2023-04-25,Yes,4,outstanding performance worth every penny buy again,Positive,0.7096,Positive,2023-04
REV001338,ELE1557,Electronics,Smartwatch,"works fine so far, will update if anything changes. We'll see how it holds up.",3,2023-02-18,No,1,works fine far update anything changes ll see how holds up,Positive,0.2023,Neutral,2023-02
REV000970,BEA1746,Beauty,Hair Dryer,"average product, met basic expectations.",3,2024-01-20,Yes,2,average product met basic expectations,Neutral,0.0,Neutral,2024-01
REV001725,BOO1737,Books,Sci-Fi Trilogy,"excellent build quality, arrived quickly and works great.",5,2023-12-20,Yes,0,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2023-12
REV003109,CLO1238,Clothing,Yoga Pants,"decent for the price, but not amazing. Might update this review later.",3,2024-01-30,Yes,0,decent price amazing might update review later,Negative,-0.6259,Neutral,2024-01
REV000111,CLO1017,Clothing,Denim Jeans,arrived defective and customer support was unhelpful. Wish I'd read reviews first.,1,2024-03-26,Yes,2,arrived defective customer support unhelpful wish read reviews first,Positive,0.3612,Negative,2024-03
REV000160,ELE1704,Electronics,Wireless Earbuds,"average product, met basic expectations. Still testing it out.",3,2024-07-26,No,0,average product met basic expectations still testing out,Neutral,0.0,Neutral,2024-07
REV002937,BEA1043,Beauty,Lip Balm Set,"superb product, will definitely buy again. Would buy again.",4,2023-08-09,Yes,6,superb product definitely buy again buy again,Positive,0.7783,Positive,2023-08
REV000610,CLO1372,Clothing,Winter Jacket,"terrible experience, item arrived damaged. Very frustrating.",1,2024-02-13,Yes,0,terrible experience item arrived damaged frustrating,Negative,-0.8479,Negative,2024-02
REV000916,ELE1600,Electronics,Bluetooth Speaker,"outstanding performance, worth every penny. Fast shipping too!",5,2024-10-05,Yes,3,outstanding performance worth every penny fast shipping too,Positive,0.7345,Positive,2024-10
REV000292,BOO1207,Books,Cookbook,perfect fit and great customer service too.,4,2024-08-09,Yes,1,perfect fit great customer service too,Positive,0.8834,Positive,2024-08
REV002975,SPO1916,Sports & Outdoors,Camping Tent,"outstanding performance, worth every penny.",4,2023-09-28,No,0,outstanding performance worth every penny,Positive,0.7096,Positive,2023-09
REV003450,CLO1454,Clothing,Yoga Pants,acceptable quality for casual use. We'll see how it holds up.,3,2024-03-09,Yes,3,acceptable quality casual use ll see how holds up,Positive,0.4767,Neutral,2024-03
REV000776,CLO1176,Clothing,Cotton T-Shirt,arrived defective and customer support was unhelpful. Would not recommend to anyone.,1,2024-01-21,Yes,0,arrived defective customer support unhelpful recommend anyone,Negative,-0.3204,Negative,2024-01
REV003363,CLO1451,Clothing,Winter Jacket,works flawlessly and looks even better in person.,4,2024-12-25,No,0,works flawlessly looks even better person,Positive,0.5719,Positive,2024-12
REV003071,SPO1123,Sports & Outdoors,Yoga Mat,"regret buying this, quality is really bad. Wish I'd read reviews first.   <br>  ",1,2023-09-16,Yes,1,regret buying quality bad wish read reviews first,Negative,-0.5595,Negative,2023-09
REV000578,ELE1270,Electronics,Bluetooth Speaker,works flawlessly and looks even better in person. Five stars from me.,5,2023-06-11,Yes,0,works flawlessly looks even better person five stars me,Positive,0.5719,Positive,2023-06
REV001458,HOM1024,Home & Kitchen,Vacuum Cleaner,"excellent build quality, arrived quickly and works great.",5,2023-06-07,Yes,0,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2023-06
REV003236,CLO1039,Clothing,Winter Jacket,"average product, met basic expectations. We'll see how it holds up.",3,2023-12-08,Yes,0,average product met basic expectations ll see how holds up,Neutral,0.0,Neutral,2023-12
REV000264,BOO1576,Books,Business Book,cheaply made and feels flimsy. Asked for a refund.,2,2024-11-24,Yes,8,cheaply made feels flimsy asked refund,Neutral,0.0,Negative,2024-11
REV001256,BOO1871,Books,Self-Help Guide,"excellent build quality, arrived quickly and works great.",5,2024-11-12,No,0,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2024-11
REV000303,HOM1058,Home & Kitchen,Coffee Maker,works flawlessly and looks even better in person.,5,2023-01-21,Yes,3,works flawlessly looks even better person,Positive,0.5719,Positive,2023-01
REV001772,CLO1383,Clothing,Yoga Pants,perfect fit and great customer service too. Would buy again.,4,2024-08-10,Yes,11,perfect fit great customer service too buy again,Positive,0.8834,Positive,2024-08
REV002976,CLO1717,Clothing,Cotton T-Shirt,"excellent build quality, arrived quickly and works great. Five stars from me.",4,2023-04-17,No,2,excellent build quality arrived quickly works great five stars me,Positive,0.8316,Positive,2023-04
REV001200,BEA1775,Beauty,Hair Dryer,perfect fit and great customer service too. Five stars from me.,4,2024-02-15,Yes,0,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2024-02
REV003554,ELE1713,Electronics,Laptop Stand,"terrible experience, item arrived damaged. Would not recommend to anyone.",1,2023-09-25,Yes,1,terrible experience item arrived damaged recommend anyone,Negative,-0.797,Negative,2023-09
REV000150,SPO1766,Sports & Outdoors,Resistance Bands,works flawlessly and looks even better in person. Five stars from me.,5,2023-11-29,Yes,2,works flawlessly looks even better person five stars me,Positive,0.5719,Positive,2023-11
REV000815,SPO1716,Sports & Outdoors,Water Bottle,"broke within a week, waste of money. Very frustrating.",1,2023-12-16,Yes,2,broke within week waste money frustrating,Negative,-0.8313,Negative,2023-12
REV000072,SPO1653,Sports & Outdoors,Hiking Backpack,"great quality and works perfectly, highly recommend. Fast shipping too!",5,2024-03-23,Yes,0,great quality works perfectly highly recommend fast shipping too,Positive,0.9078,Positive,2024-03
REV001857,HOM1257,Home & Kitchen,Coffee Maker,"amazing value for the price, very happy with this purchase. Five stars from me.",5,2023-04-14,No,0,amazing value price happy purchase five stars me,Positive,0.8805,Positive,2023-04
REV002504,BOO1306,Books,Self-Help Guide,"excellent build quality, arrived quickly and works great. Would buy again.",5,2024-07-01,No,6,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2024-07
REV000090,BOO1540,Books,Self-Help Guide,"does not match the description, quite misleading. Would not recommend to anyone.",1,2024-12-08,Yes,4,match description quite misleading recommend anyone,Negative,-0.6253,Negative,2024-12
REV000118,BEA1766,Beauty,Face Moisturizer,perfect fit and great customer service too. Would buy again.,5,2023-12-09,No,2,perfect fit great customer service too buy again,Positive,0.8834,Positive,2023-12
REV001512,CLO1494,Clothing,Yoga Pants,"very disappointed, stopped working after a few days. Wish I'd read reviews first.",1,2024-04-03,Yes,1,disappointed stopped working after few days wish read reviews first,Negative,-0.4351,Negative,2024-04
REV002370,BOO1748,Books,Business Book,perfect fit and great customer service too. Would buy again.,4,2023-11-02,Yes,7,perfect fit great customer service too buy again,Positive,0.8834,Positive,2023-11
REV003816,BEA1094,Beauty,Shampoo,works flawlessly and looks even better in person. Would buy again.,4,2024-12-22,Yes,0,works flawlessly looks even better person buy again,Positive,0.5719,Positive,2024-12
REV003629,BOO1635,Books,Business Book,"reasonable quality, similar to other products in this range. Might update this review later.",3,2024-05-10,Yes,1,reasonable quality similar other products range might update review later,Neutral,0.0,Neutral,2024-05
REV000460,ELE1644,Electronics,Smartwatch,"it's fine, though the packaging could be better. We'll see how it holds up.",3,2024-07-03,Yes,1,fine though packaging better ll see how holds up,Positive,0.5719,Neutral,2024-07
REV002218,ELE1322,Electronics,Smartwatch,"excellent build quality, arrived quickly and works great. Would buy again.",5,2024-10-30,Yes,3,excellent build quality arrived quickly works great buy again,Positive,0.8316,Positive,2024-10
REV003495,SPO1837,Sports & Outdoors,Camping Tent,"broke within a week, waste of money. Asked for a refund.",1,2023-09-22,Yes,2,broke within week waste money asked refund,Negative,-0.6808,Negative,2023-09
REV000242,ELE1593,Electronics,Bluetooth Speaker,"poor quality, not worth the money at all. Very frustrating.",2,2024-08-12,Yes,0,poor quality worth money all frustrating,Negative,-0.7881,Negative,2024-08
REV002747,HOM1833,Home & Kitchen,Blender,"this is fantastic, exactly what I needed. Would buy again.",4,2023-08-03,Yes,6,fantastic exactly what needed buy again,Positive,0.5574,Positive,2023-08
REV000842,HOM1091,Home & Kitchen,Air Fryer,"average product, met basic expectations. We'll see how it holds up.",3,2023-07-24,Yes,0,average product met basic expectations ll see how holds up,Neutral,0.0,Neutral,2023-07
REV001938,HOM1323,Home & Kitchen,Vacuum Cleaner,"average product, met basic expectations. Still testing it out.",3,2024-07-17,Yes,0,average product met basic expectations still testing out,Neutral,0.0,Neutral,2024-07
REV000745,HOM1002,Home & Kitchen,Vacuum Cleaner,works flawlessly and looks even better in person. Would buy again.,5,2024-12-29,No,1,works flawlessly looks even better person buy again,Positive,0.5719,Positive,2024-12
REV002751,BEA1765,Beauty,Hair Dryer,"excellent build quality, arrived quickly and works great.",4,2024-11-30,Yes,0,excellent build quality arrived quickly works great,Positive,0.8316,Positive,2024-11
REV003004,CLO1588,Clothing,Cotton T-Shirt,"absolutely love this product, exceeded my expectations.",5,2024-04-21,Yes,0,absolutely love product exceeded expectations,Positive,0.6697,Positive,2024-04
REV002633,HOM1183,Home & Kitchen,Vacuum Cleaner,"great quality and works perfectly, highly recommend. Five stars from me.",5,2024-07-08,No,4,great quality works perfectly highly recommend five stars me,Positive,0.902,Positive,2024-07
REV003028,SPO1242,Sports & Outdoors,Hiking Backpack,"terrible experience, item arrived damaged. Very frustrating.",1,2024-01-19,No,0,terrible experience item arrived damaged frustrating,Negative,-0.8479,Negative,2024-01
REV002741,BEA1390,Beauty,Lip Balm Set,"excellent build quality, arrived quickly and works great. My whole family loves it.",4,2023-06-17,Yes,3,excellent build quality arrived quickly works great whole family loves,Positive,0.91,Positive,2023-06
REV002319,ELE1731,Electronics,Power Bank,"does not match the description, quite misleading. Asked for a refund.",2,2024-09-03,Yes,7,match description quite misleading asked refund,Negative,-0.4576,Negative,2024-09
REV003184,CLO1635,Clothing,Yoga Pants,"this is fantastic, exactly what I needed. My whole family loves it.",5,2023-08-28,Yes,2,fantastic exactly what needed whole family loves,Positive,0.8074,Positive,2023-08
REV002644,BEA1976,Beauty,Shampoo,"absolutely love this product, exceeded my expectations. Five stars from me.",5,2024-05-04,Yes,2,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2024-05
REV000786,ELE1771,Electronics,Laptop Stand,"it's fine, though the packaging could be better. We'll see how it holds up.",3,2023-02-06,Yes,0,fine though packaging better ll see how holds up,Positive,0.5719,Neutral,2023-02
REV003299,BEA1813,Beauty,Hair Dryer,"very satisfied, the quality exceeded what I paid for. Fast shipping too!",5,2023-07-29,Yes,1,satisfied quality exceeded what paid fast shipping too,Positive,0.5244,Positive,2023-07
REV000497,BOO1167,Books,Self-Help Guide,"great quality and works perfectly, highly recommend. Five stars from me.",5,2024-08-29,No,0,great quality works perfectly highly recommend five stars me,Positive,0.902,Positive,2024-08
REV001866,BOO1644,Books,Business Book,"works fine so far, will update if anything changes.",3,2023-08-23,Yes,0,works fine far update anything changes,Positive,0.2023,Neutral,2023-08
REV001523,HOM1420,Home & Kitchen,Non-Stick Pan Set,"does not match the description, quite misleading. Would not recommend to anyone.",2,2024-05-17,No,1,match description quite misleading recommend anyone,Negative,-0.6253,Negative,2024-05
REV000221,BOO1047,Books,Sci-Fi Trilogy,acceptable quality for casual use.,3,2024-06-17,Yes,0,acceptable quality casual use,Positive,0.4767,Neutral,2024-06
REV000405,ELE1383,Electronics,Bluetooth Speaker,"absolutely love this product, exceeded my expectations.",5,2024-02-19,Yes,1,absolutely love product exceeded expectations,Positive,0.6697,Positive,2024-02
REV003268,HOM1718,Home & Kitchen,Vacuum Cleaner,"very satisfied, the quality exceeded what I paid for. Fast shipping too!",4,2024-10-20,Yes,4,satisfied quality exceeded what paid fast shipping too,Positive,0.5244,Positive,2024-10
REV001361,ELE1217,Electronics,Smartwatch,"absolutely love this product, exceeded my expectations. My whole family loves it.",5,2023-02-28,Yes,3,absolutely love product exceeded expectations whole family loves,Positive,0.8479,Positive,2023-02
REV002926,BOO1381,Books,Self-Help Guide,perfect fit and great customer service too.,4,2024-02-14,No,4,perfect fit great customer service too,Positive,0.8834,Positive,2024-02
REV000921,BOO1924,Books,Mystery Novel,"broke within a week, waste of money. Asked for a refund.",1,2023-01-07,Yes,0,broke within week waste money asked refund,Negative,-0.6808,Negative,2023-01
REV003546,BEA1024,Beauty,Hair Dryer,"does what it says, no major complaints. We'll see how it holds up.",3,2024-11-15,Yes,0,what says major complaints ll see how holds up,Positive,0.0903,Neutral,2024-11
REV000985,BOO1754,Books,Cookbook,acceptable quality for casual use.,3,2023-06-13,Yes,1,acceptable quality casual use,Positive,0.4767,Neutral,2023-06
REV003566,HOM1669,Home & Kitchen,Blender,"works fine so far, will update if anything changes. Might update this review later.",3,2023-02-10,No,0,works fine far update anything changes might update review later,Positive,0.2023,Neutral,2023-02
REV001334,ELE1874,Electronics,Bluetooth Speaker,"average product, met basic expectations. We'll see how it holds up.",3,2024-08-04,Yes,0,average product met basic expectations ll see how holds up,Neutral,0.0,Neutral,2024-08
REV001916,HOM1262,Home & Kitchen,Non-Stick Pan Set,"this is fantastic, exactly what I needed. Five stars from me.",5,2023-06-29,Yes,0,fantastic exactly what needed five stars me,Positive,0.5574,Positive,2023-06
REV003210,ELE1053,Electronics,Power Bank,"very satisfied, the quality exceeded what I paid for. Would buy again.",5,2023-09-09,Yes,1,satisfied quality exceeded what paid buy again,Positive,0.4754,Positive,2023-09
REV000313,ELE1754,Electronics,Power Bank,"reasonable quality, similar to other products in this range.",3,2024-10-20,Yes,1,reasonable quality similar other products range,Neutral,0.0,Neutral,2024-10
REV003796,CLO1878,Clothing,Winter Jacket,"this is fantastic, exactly what I needed.",5,2023-09-17,Yes,0,fantastic exactly what needed,Positive,0.5574,Positive,2023-09
REV002556,BOO1015,Books,Sci-Fi Trilogy,"not as advertised, very frustrating purchase. Would not recommend to anyone.",1,2024-07-13,Yes,4,advertised frustrating purchase recommend anyone,Negative,-0.6489,Negative,2024-07
REV003214,CLO1600,Clothing,Running Shoes,"amazing value for the price, very happy with this purchase. Five stars from me.",5,2023-08-14,Yes,0,amazing value price happy purchase five stars me,Positive,0.8805,Positive,2023-08
REV002442,HOM1334,Home & Kitchen,Non-Stick Pan Set,"does what it says, no major complaints. Still testing it out.",3,2024-10-31,Yes,1,what says major complaints still testing out,Positive,0.0903,Neutral,2024-10
REV003294,ELE1444,Electronics,Laptop Stand,"great quality and works perfectly, highly recommend. Five stars from me.",5,2023-07-17,Yes,13,great quality works perfectly highly recommend five stars me,Positive,0.902,Positive,2023-07
REV002458,CLO1040,Clothing,Running Shoes,"it's fine, though the packaging could be better. Still testing it out.",3,2023-09-29,Yes,0,fine though packaging better still testing out,Positive,0.5719,Neutral,2023-09
REV000678,HOM1541,Home & Kitchen,Blender,"poor quality, not worth the money at all. Very frustrating.",2,2024-09-27,Yes,0,poor quality worth money all frustrating,Negative,-0.7881,Negative,2024-09
REV003001,SPO1740,Sports & Outdoors,Resistance Bands,perfect fit and great customer service too. Would buy again.,4,2023-06-19,Yes,0,perfect fit great customer service too buy again,Positive,0.8834,Positive,2023-06
REV003951,HOM1856,Home & Kitchen,Vacuum Cleaner,"gets the job done, nothing more nothing less. We'll see how it holds up.",3,2023-09-01,Yes,1,gets job done nothing more nothing less ll see how holds up,Neutral,0.0,Neutral,2023-09
REV000329,ELE1013,Electronics,Power Bank,"very satisfied, the quality exceeded what I paid for. Fast shipping too!",5,2024-04-09,Yes,1,satisfied quality exceeded what paid fast shipping too,Positive,0.5244,Positive,2024-04
REV001037,BEA1370,Beauty,Shampoo,"superb product, will definitely buy again. My whole family loves it.",5,2024-11-27,Yes,0,superb product definitely buy again whole family loves,Positive,0.8885,Positive,2024-11
REV002134,BOO1262,Books,Mystery Novel,"absolutely love this product, exceeded my expectations. Would buy again.",4,2023-04-27,Yes,1,absolutely love product exceeded expectations buy again,Positive,0.6697,Positive,2023-04
REV002132,BOO1616,Books,Self-Help Guide,perfect fit and great customer service too. My whole family loves it.,5,2023-07-24,Yes,5,perfect fit great customer service too whole family loves,Positive,0.9325,Positive,2023-07
REV002255,CLO1197,Clothing,Running Shoes,perfect fit and great customer service too. My whole family loves it.,5,2023-02-14,Yes,1,perfect fit great customer service too whole family loves,Positive,0.9325,Positive,2023-02
REV000104,BOO1878,Books,Sci-Fi Trilogy,"not as advertised, very frustrating purchase. Would not recommend to anyone.",1,2024-12-21,Yes,1,advertised frustrating purchase recommend anyone,Negative,-0.6489,Negative,2024-12
REV003382,BOO1691,Books,Cookbook,"amazing value for the price, very happy with this purchase. Fast shipping too!",4,2023-10-07,No,0,amazing value price happy purchase fast shipping too,Positive,0.8881,Positive,2023-10
REV003267,BOO1495,Books,Sci-Fi Trilogy,"absolutely love this product, exceeded my expectations. Five stars from me.",5,2023-10-16,Yes,2,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2023-10
REV000735,BEA1668,Beauty,Hair Dryer,"this is fantastic, exactly what I needed. Fast shipping too!",4,2024-11-03,Yes,3,fantastic exactly what needed fast shipping too,Positive,0.5983,Positive,2024-11
REV001205,HOM1093,Home & Kitchen,Blender,"absolutely love this product, exceeded my expectations. Five stars from me.",5,2024-05-24,Yes,1,absolutely love product exceeded expectations five stars me,Positive,0.6697,Positive,2024-05
REV000695,ELE1311,Electronics,Bluetooth Speaker,acceptable quality for casual use. Still testing it out.,3,2024-12-05,Yes,1,acceptable quality casual use still testing out,Positive,0.4767,Neutral,2024-12
REV003238,HOM1098,Home & Kitchen,Blender,"this is fantastic, exactly what I needed. Fast shipping too!",5,2023-02-01,Yes,0,fantastic exactly what needed fast shipping too,Positive,0.5983,Positive,2023-02
REV000498,ELE1978,Electronics,Power Bank,"excellent build quality, arrived quickly and works great. Fast shipping too!",5,2023-07-26,Yes,0,excellent build quality arrived quickly works great fast shipping too,Positive,0.8439,Positive,2023-07
REV001341,SPO1021,Sports & Outdoors,Resistance Bands,"broke within a week, waste of money. Very frustrating.",1,2024-03-04,Yes,6,broke within week waste money frustrating,Negative,-0.8313,Negative,2024-03
REV001166,ELE1282,Electronics,Smartwatch,perfect fit and great customer service too. My whole family loves it.,5,2023-03-21,No,3,perfect fit great customer service too whole family loves,Positive,0.9325,Positive,2023-03
REV001349,ELE1148,Electronics,Wireless Earbuds,"outstanding performance, worth every penny. Fast shipping too!",5,2024-06-15,Yes,0,outstanding performance worth every penny fast shipping too,Positive,0.7345,Positive,2024-06
REV002376,CLO1306,Clothing,Winter Jacket,works flawlessly and looks even better in person. Five stars from me.,4,2023-01-27,Yes,1,works flawlessly looks even better person five stars me,Positive,0.5719,Positive,2023-01
REV002709,CLO1255,Clothing,Cotton T-Shirt,perfect fit and great customer service too. Five stars from me.,5,2023-01-08,Yes,0,perfect fit great customer service too five stars me,Positive,0.8834,Positive,2023-01
REV000347,HOM1693,Home & Kitchen,Blender,"amazing value for the price, very happy with this purchase. Five stars from me.",4,2024-01-28,No,0,amazing value price happy purchase five stars me,Positive,0.8805,Positive,2024-01
REV001853,SPO1089,Sports & Outdoors,Hiking Backpack,"great quality and works perfectly, highly recommend. Fast shipping too!",4,2023-12-31,Yes,0,great quality works perfectly highly recommend fast shipping too,Positive,0.9078,Positive,2023-12
REV002259,CLO1456,Clothing,Denim Jeans,"amazing value for the price, very happy with this purchase. Fast shipping too!",5,2023-12-16,No,2,amazing value price happy purchase fast shipping too,Positive,0.8881,Positive,2023-12
REV002616,BOO1796,Books,Self-Help Guide,perfect fit and great customer service too. Fast shipping too!,5,2023-04-18,Yes,1,perfect fit great customer service too fast shipping too,Positive,0.8908,Positive,2023-04
REV002191,SPO1857,Sports & Outdoors,Camping Tent,"great quality and works perfectly, highly recommend. Five stars from me.",5,2023-08-26,Yes,5,great quality works perfectly highly recommend five stars me,Positive,0.902,Positive,2023-08
REV001029,BEA1929,Beauty,Shampoo,works flawlessly and looks even better in person.,4,2023-12-10,Yes,3,works flawlessly looks even better person,Positive,0.5719,Positive,2023-12
REV003117,ELE1542,Electronics,Smartwatch,"average product, met basic expectations. We'll see how it holds up.",3,2024-07-21,No,0,average product met basic expectations ll see how holds up,Neutral,0.0,Neutral,2024-07
